,Sho to Elb (L),Elb to Wrist (L), Sho to Hip (L),Hip to Knee (L),Knee to Ankle (L),Ankle to Heel (L), Heel to Foot (L),Sho to Elb (R),Elb to Wrist (R), Sho to Hip (R),Hip to Knee (R),Knee to Ankle (R),Ankle to Heel (R), Heel to Foot (R)
233,45.958,50.848,96.299,67.299,68.966,9.123,20.113,47.465,55.3505,91.295,71.93,67.952,13.08,23.398
234,44.283,57.958,85.954,68.285,69.997,7.243,17.94,47.56,55.3505,83.256,73.583,69.579,8.259,12.75
235,44.156,58.119,88.267,66.917,74.011,7.704,14.599,42.948,64.095,85.062,78.783,78.725,11.598,14.955
236,46.927,71.909,89.054,78.32,78.908,11.043,19.135,47.494,64.673,88.193,85.867,90.468,12.453,18.575
237,36.122,36.11,69.676,57.272,61.308,5.404,12.967,38.3255,42.891,71.323,58.627,60.513,4.223,20.34
238,45.302,66.754,86.414,70.516,76.934,7.407,9.438,44.451,65.697,83.826,80.112,80.739,10.052,12.525
239,46.354,72.022,84.866,65.973,75.417,6.913,17.734,44.499,63.938,80.056,80.539,78.184,10.483,16.117
240,36.387,36.11,68.072,60.163,63.956,11.044,15.474,38.3255,42.891,71.654,61.814,62.058,11.067,20.459
241,40.593,48.881,76.949,60.941,64.074,11.061,16.331,38.918,50.986,76.681,60.886,63.4,6.399,23.879
242,37.853,36.11,63.523,59.242,64.233,6.351,9.295,38.3255,42.891,63.847,58.276,60.991,8.511,20.292
243,37.46,36.11,69.164,59.577,57.416,9.602,11.57,38.3255,42.891,70.948,57.997,59.48,3.199,20.292
244,37.853,36.11,66.94,57.038,53.261,3.351,12.159,38.3255,42.891,71.168,57.589,50.528,3.484,20.292
245,42.601,52.18,83.511,64.092,66.816,11.556,8.89,42.844,50.657,80.669,72.125,65.573,10.96,11.805
246,37.945,36.11,68.602,59.428,63.748,7.579,12.779,38.3255,42.891,71.349,59.766,66.554,6.306,20.292
247,43.635,52.18,77.637,65.022,73.411,10.745,15.336,41.28,50.8215,75.432,71.04,71.073,9.58,19.121
248,37.488,30.745,67.556,60.604,64.053,7.923,14.387,38.3255,42.891,71.221,58.513,65.102,5.2,21.526
249,42.76,47.652,73.851,61.164,58.549,9.232,16.331,50.659,50.8215,73.802,61.239,66.126,7.234,23.781
250,38.949,36.11,68.823,64.85,74.602,7.256,16.207,38.3255,42.891,70.603,64.167,74.111,8.576,23.101
251,41.61,54.326,73.025,60.705,60.608,8.758,11.335,53.509,50.8215,74.893,59.101,66.569,7.427,23.879
252,42.819,66.3285,73.748,60.803,63.321,9.804,15.024,45.792,64.673,75.292,61.298,67.574,9.715,20.798
253,37.853,36.11,71.055,55.712,66.646,8.243,14.581,38.3255,42.891,71.295,59.126,60.991,5.7105,20.292
254,40.969,66.3285,75.508,65.514,64.443,8.056,11.939,46.188,64.673,75.892,66.321,67.296,7.796,17.6
255,37.853,36.11,72.892,60.455,63.274,5.555,14.581,38.3255,42.891,75.705,59.126,60.991,5.7105,20.292
256,36.622,36.11,68.23,59.069,61.863,7.52,14.581,35.491,42.891,71.661,59.126,60.991,5.7105,20.292
257,37.569,36.11,71.991,61.257,57.546,9.235,15.621,53.923,42.891,75.063,55.872,56.726,10.593,20.292
258,38.603,45.316,66.587,56.995,57.734,7.47,14.718,39.488,55.508,67.934,63.422,58.06,8.581,13.254
259,39.375,36.11,74.247,58.301,54.532,7.869,13.56,38.3255,42.891,74.743,53.28,54.611,6.718,20.292
260,36.882,47.881,64.086,53.121,69.714,7.915,19.37,37.934,47.141,66.395,59.508,65.358,9.197,17.826
261,37.853,37.866,74.68,52.594,57.602,8.14,11.584,54.487,42.891,73.47,56.528,55.554,7.047,17.591
262,36.317,53.563,73.338,56.243,64.338,11.989,18.657,38.821,42.891,75.954,57.946,61.897,2.708,19.457
263,36.724,66.3285,65.378,55.025,55.975,6.15,17.5,35.689,64.673,67.136,54.893,65.926,8.581,20.798
264,34.997,50.32,73.423,55.77,62.465,8.658,19.001,38.3255,42.891,76.953,59.688,60.399,3.206,20.292
265,35.712,66.3285,69.599,66.716,65.805,10.053,17.5,35.3,64.673,66.558,65.663,65.926,8.581,20.798
266,35.98,52.591,70.103,59.234,57.858,7.312,14.775,38.3255,42.891,80.249,61.163,58.116,3.19,20.292
267,36.173,66.3285,72.226,53.233,49.459,10.03,8.858,34.668,64.673,73.936,57.077,50.439,9.205,14.978
268,35.378,55.062,73.409,59.566,61.97,10.914,12.451,47.667,42.891,76.284,59.386,59.183,5.004,20.292
269,38.384,44.254,70.548,59.583,65.131,5.288,23.208,37.83,42.891,74.594,59.041,64.096,3.654,22.259
270,35.973,44.262,71.176,59.75,57.031,5.054,16.416,32.508,42.891,74.033,56.586,59.132,4.613,19.544
271,18.919,59.596,33.555,34.487,39.476,4.003,19.72,39.84,50.884,30.356,39.029,39.953,4.732,19.978
272,35.962,37.02,73.938,55.798,52.424,7.623,10.14,34.102,64.673,74.466,55.028,55.868,7.331,20.798
273,37.301,40.643,69.393,56.815,58.407,7.725,53.406,38.188,55.3505,67.855,54.814,86.169,9.9285,27.963
274,36.811,36.11,76.927,58.659,72.581,7.52,14.581,40.907,44.025,76.62,59,73.548,5.7105,20.292
275,18.111,19.934,47.721,70.586,76.4215,7.704,53.406,15.209,7.01,44.427,71.93,86.169,9.9285,27.963
276,31.876,36.11,86.905,57.758,86.108,7.399,55.74,40.698,48.717,82.485,57.189,80.847,6.803,59.558
277,36.091,36.11,71.691,56.119,60.848,8.924,14.581,51.226,42.891,74.267,55.32,60.945,8.194,20.292
278,37.853,36.11,70.449,57.488,54.503,5.282,18.533,38.3255,42.891,71.538,59.126,60.991,5.7105,20.292
279,37.853,36.11,69.455,56.444,56.899,8.09,7.056,49.715,42.891,73.653,56.758,57.724,7.079,15.317
280,18.272,59.596,32.817,35.155,29.514,2.927,22.075,18.804,22.896,32.195,34.404,28.592,3.438,22.511
281,22.702,59.596,31.756,21.398,92.194,7.312,50.653,39.84,50.884,31.788,55.723,84.613,7.616,50.579
282,48.086,36.11,66.875,61.319,55.372,9.472,8.207,38.3255,42.891,71.617,59.126,54.927,5.837,20.292
283,43.879,36.11,64.415,54.157,62.073,7.816,15.592,38.3255,42.891,65.46,52.435,63.585,8.051,20.292
284,20.926,59.596,46.532,35.012,56.282,7.312,50.653,23.977,33.561,46.497,37.289,52.625,7.616,50.579
285,29.851,54.051,57.2,39.184,50.725,8.876,56.394,43.154,66.493,54.271,38.35,49.795,3.824,39.375
286,23.444,33.727,32.975,55.3795,92.194,7.312,50.653,24.219,50.884,32.065,55.723,84.613,7.616,50.579
287,20.213,21.642,36.386,28.888,32.906,7.312,50.653,21.179,21.508,36.549,30.952,84.613,7.616,50.579
288,25.564,54.051,50.226,43.687,59.721,8.876,56.394,24.535,66.493,50.66,64.4775,93.771,6.479,60.662
289,20.092,8.612,34.371,29.248,92.194,7.312,50.653,39.84,50.884,32.042,55.723,84.613,7.616,50.579
290,29.361,37.312,74.653,58.468,102.284,8.876,56.394,29.668,66.493,73.508,64.4775,93.771,6.479,60.662
291,27.831,41.283,65.492,36.906,65.614,8.876,56.394,29.929,66.493,66.587,37.17,65.089,5.914,43.622
292,31.852,54.051,81.11,46.441,83.295,8.876,56.394,37.619,45.002,76.569,48.877,79.694,6.479,60.662
293,55.536,66.3285,65.792,51.09,41.064,7.049,6.29,49.672,64.673,69.475,46.405,41.698,10.069,20.798
294,32.896,52.266,81.462,58.468,102.284,8.876,56.394,43.154,66.493,76.119,64.4775,93.771,6.479,60.662
295,37.853,36.11,70.628,52.137,61.49,8.966,14.581,38.3255,42.891,68.716,53.74,65.96,5.7105,20.292
296,31.787,54.051,65.467,59.25,60.299,8.876,56.394,43.154,66.493,61.66,67.484,62.771,6.479,60.662
297,38.241,54.051,110.822,46.106,104.927,8.876,56.394,40.906,66.493,91.88,54.142,88.642,9.09,64.141
298,30.238,42.546,85.114,46.144,71.09,7.312,50.653,36.367,36.662,78.793,48.288,64.684,7.616,50.579
299,41.601,36.11,68.147,56.706,53.813,8.424,7.996,38.3255,42.891,70.759,56.456,52.041,5.329,20.292
300,40.07,54.051,112.264,55.528,114.702,8.876,56.394,43.734,52.652,96.263,62.005,85.556,8.722,72.244
301,29.648,46.518,75.753,55.3795,92.194,7.312,50.653,35.985,37.351,71.568,57.492,62.199,7.616,50.579
302,37.853,36.11,66.233,53.434,56.516,6.1,14.581,38.3255,42.891,67.621,59.126,60.991,5.7105,20.292
303,39.699,54.051,76.198,54.979,102.284,8.876,56.394,43.154,66.493,70.229,64.4775,93.771,6.479,60.662
304,55.536,66.3285,66.486,56.471,48.547,5.238,17.5,43.042,64.673,67.077,55.003,56.085,4.193,20.798
305,43.557,54.051,111.176,57.686,161.142,15.596,57.86,50.843,66.493,85.771,65.086,100.517,8.927,71.649
306,37.439,51.506,97.369,51.665,120.796,7.312,50.653,47.423,45.857,89.779,52.113,104.484,7.567,63.087
307,51.57,66.3285,65.913,55.901,52.292,8.306,9.45,46.056,64.673,67.809,59.775,55.007,4.308,20.798
308,39.309,73.32,102.075,56.88,99.517,7.578,70.919,43.361,56.213,97.535,56.81,96.543,8.794,70.047
309,35.631,66.3285,66.292,54.314,54.658,7.933,14.187,31.671,64.673,67.215,54.384,56.282,8.244,17.713
310,48.329,54.051,134.81,65.037,103.47,8.876,56.394,43.154,66.493,113.091,67.648,121.562,6.479,60.662
311,42.494,60.315,90.359,57.822,87.884,7.312,50.653,44.138,52.625,91.423,57.243,83.091,10.011,59.553
312,29.762,57.777,48.513,40.932,46.275,4.255,53.406,27.226,55.3505,49.127,39.451,47.164,5.69,27.963
313,55.536,66.3285,66.797,52.103,60.707,7.996,19.267,49.672,64.673,65.289,56.768,58.911,7.945,20.798
314,53.872,54.051,112.295,67.288,101.098,8.876,56.394,43.154,66.493,91.861,63.869,99.893,6.479,60.662
315,41.226,82.972,94.609,66.713,100.079,7.312,50.653,40.297,63.39,93.425,63.416,104.773,8.462,63.099
316,55.536,66.3285,68.49,51.553,53.68,7.621,14.18,49.672,64.673,66.679,53.076,53.832,8.581,20.798
317,51.517,59.596,98.184,68.882,92.194,7.312,50.653,49.125,78.036,97.669,69.03,84.613,7.616,50.579
318,55.954,68.829,112.096,85.993,88.267,7.312,50.653,51.766,75.973,107.837,77.735,94.855,7.616,50.579
319,55.536,66.3285,68.367,56.901,51.219,8.857,15.887,49.672,64.673,70.314,55.586,52.116,8.466,22.273
320,62.505,66.276,120.189,83.298,98.537,7.312,50.653,53.091,70.998,123.094,73.505,121.946,12.428,52.948
321,41.738,66.3285,73.343,56.117,52.098,12.172,6.963,49.672,64.673,75.33,52.382,53.639,8.236,12.893
322,66.867,94.142,136.491,98.456,163.496,10.038,107.179,71.232,158.363,139.655,82.684,209.569,18.408,84.317
323,27.38,30.711,46.524,37.359,42.076,6.274,14.581,29.158,42.891,45.424,59.126,60.991,5.7105,20.292
324,55.536,66.3285,63.765,55,65.805,10.053,17.5,49.672,64.673,64.778,65.663,65.926,8.581,20.798
325,75.238,71.761,145.637,110.263,155.915,11.869,87.892,66.545,130.723,136.83,105.549,139.493,14.399,89.376
326,43.314,66.3285,74.388,59.22,53.535,5.95,5.754,49.672,64.673,73.512,53.933,53.194,7.465,20.798
327,85.371,94.916,178.1,121.057,92.194,7.312,50.653,39.84,50.884,154.075,119.693,84.613,7.616,50.579
328,99.96,94.828,238.93,55.3795,92.194,7.312,50.653,39.84,50.884,162.205,55.723,84.613,7.616,50.579
329,45.288,66.3285,70.245,58.029,58.175,8.877,17.157,49.672,64.673,69.553,57.429,57.602,8.958,19.621
330,55.536,66.3285,68.297,60.141,52.36,10.957,10.414,49.672,64.673,70.015,57.564,56.7,6.549,20.798
331,37.906,66.3285,69.354,59.958,51.965,10.386,13.877,49.672,64.673,68.612,58.377,58.451,6.388,20.798
332,55.536,66.3285,71.706,66.011,60.05,9.804,6.391,49.708,64.673,69.615,59.924,59.338,5.516,20.798
333,28.632,42.912,65.765,59.312,69.928,7.312,50.653,34.119,32.055,54.936,55.888,61.117,7.616,50.579
334,37.364,44.612,72.624,51.166,67.358,4.376,53.783,35.207,55.653,76.746,49.039,68.191,6.16,47.66
335,33.548,59.596,69.914,58.075,91.373,7.312,50.653,33.327,65.252,71.696,58.671,84.249,6.765,63.438
336,55.536,66.3285,69.21,56.986,65.805,10.053,17.5,49.672,64.673,70.259,65.663,65.926,8.581,20.798
337,34.19,50.868,69.657,60.314,78.747,8.876,56.394,33.665,56.007,68.977,61.521,82.292,6.479,60.662
338,35.727,44.803,72.276,52.805,55.036,7.312,50.653,35.463,41.215,69.289,56.051,49.202,7.616,50.579
339,55.536,66.3285,65.827,52.594,51.487,6.768,17.5,49.672,64.673,66.992,65.663,65.926,8.581,20.798
340,37.229,45.393,71.619,57.735,59.704,7.312,50.653,36.191,39.25,68.532,58.005,54.546,7.616,50.579
341,40.73,48.782,78.625,60.375,63.598,7.312,50.653,37.739,44.599,77.401,60.261,73.734,7.616,50.579
342,55.536,66.3285,67.315,55.425,51.88,5.238,14.081,49.672,64.673,66.112,55.95,51.882,4.933,20.798
343,43.336,47.338,82.21,69.689,82.565,6.019,48.68,40.622,44.844,84.211,64.513,113.498,11.07,35.209
344,38.656,57.777,100.021,91.064,60.237,7.704,53.406,35.17,61.955,98.539,71.93,86.169,9.9285,27.963
345,44.821,66.3285,72.819,62.725,50.445,7.964,5.384,49.672,64.673,79.925,61.261,53.721,6.635,16.201
346,45.609,48.094,92.911,78.378,135.421,10.527,50.63,45.385,48.423,91.62,80.001,158.4,15.363,38.091
347,45.669,57.777,100.042,91.381,71.638,7.704,53.406,43.788,55.178,93.704,68.21,86.169,9.9285,27.963
348,44.66,66.3285,66.374,58.337,53.656,8.872,9.757,52.631,64.673,69.49,59.552,55.133,7.587,13.793
349,45.436,55.149,94.225,82.143,117.828,8.647,60.57,47.075,54.606,91.186,86.489,114.864,9.849,55.219
350,36.595,65.129,103.005,68.745,71.839,6.683,71.396,45.957,60.517,99.328,71.93,86.169,9.9285,27.963
351,38.469,66.3285,67.549,58.984,57.119,6.34,10.224,47.831,64.673,70.335,59.76,56.254,4.152,20.798
352,48.288,46.127,102.818,83.332,110.777,7.312,50.653,52.225,57.076,99.37,78.518,98.853,7.616,50.579
353,43.525,49.341,104.667,70.586,74.248,7.704,53.406,52.226,50.921,103.842,71.93,86.169,9.9285,27.963
354,55.536,66.3285,66.431,58.944,52.219,8.506,7.172,52.162,64.673,69.752,59.234,56.052,4.22,20.798
355,48.176,55.591,104.057,81.984,136.851,8.876,56.394,49.987,68.946,98.925,76.622,98.9,6.479,60.662
356,43.972,57.596,106.945,76.606,78.595,7.704,53.406,49.773,55.523,102.17,71.93,86.169,9.9285,27.963
357,46.771,66.3285,64.828,57.449,53.992,10.58,17.5,48.89,64.673,66.959,57.161,54.53,4.237,20.798
358,55.287,73.499,108.469,84.037,145.375,8.876,56.394,56.524,66.493,99.225,86.991,114.622,6.479,60.662
359,48.349,58.485,116.446,95.801,91.464,7.704,53.406,55.768,55.012,106.909,76.69,125.389,9.9285,27.963
360,34.492,66.3285,64.631,60.181,63.749,9.717,22.44,49.672,64.673,67.704,59.029,69.439,3.977,20.798
361,55.536,66.3285,59.32,66.716,65.805,10.053,17.5,30.06,43.846,55.423,65.663,65.926,8.581,20.798
362,63.91,58.408,126.878,79.787,140.684,8.876,56.394,65.794,73.923,120.574,94.054,107.134,6.479,60.662
363,24.73,26.582,47.757,36.819,34.818,5.119,5.233,23.237,42.891,44.925,36.063,35.425,5.288,6.253
364,55.536,66.3285,68.982,58.253,63.048,8.654,24.716,49.672,64.673,71.435,54.868,66.035,13.218,31.597
365,67.723,65.555,134.413,100.239,161.68,8.876,56.394,67.462,79.343,125.025,102.253,122.359,6.479,60.662
366,79.147,65.878,160.125,104.818,245.103,7.312,50.653,77.46,75.433,152.197,118.11,115.546,14.685,96.981
367,37.853,36.11,34.215,59.5715,61.863,7.52,14.581,19.923,11.12,35.789,59.126,60.991,5.7105,20.292
368,55.536,66.3285,68.861,58.016,56.909,9.184,17.5,47.787,64.673,69.678,56.286,58.146,5.943,20.798
369,80.333,69.342,163.824,121.032,102.284,8.876,56.394,80.145,79.974,146.497,113.542,162.518,6.479,60.662
370,86.739,70.437,166.403,124.261,288.685,7.312,50.653,78.259,90.29,155.775,128.505,158.155,11.203,111.573
371,29.583,18.881,52.105,37.322,35.457,5.091,6.643,24.085,31.809,53.872,32.569,33.974,4.39,8.526
372,55.536,66.3285,67.877,55.649,59.291,7.329,31.336,49.672,64.673,66.916,55.451,60.532,8.197,35.025
373,89.996,75.13,177.387,142.707,179.751,7.312,50.653,39.84,50.884,154.936,120.096,188.043,7.616,50.579
374,40.413,66.3285,68.829,56.908,57.501,6.46,17.5,35.47,64.673,67.224,57.932,59.706,5.151,20.798
375,55.536,66.3285,41.159,28.688,33.902,3.775,15.759,22.873,18.25,42.659,28.881,35.177,4.213,17.954
376,37.849,41.31,86.991,60.794,87.152,7.024,54.16,16.849,50.884,95.318,60.507,90.386,9.323,39.981
377,24.649,20.635,53.95,34.584,46.103,4.396,21.586,23.26,20.26,58.442,35.04,48.359,4.237,20.244
378,44.351,61.609,123.349,67.407,144.515,11.49,63.171,48.71,50.046,129.231,56.914,173.693,16.893,49.787
379,36.215,33.656,62.788,54.52,61.346,5.792,16.561,36.321,33.962,67.008,54.417,63.796,5.279,23.066
380,41.4205,33.656,68.518,48.563,68.687,4.235,16.561,40.443,33.962,68.366,54.572,65.456,8.42,23.066
381,41.4205,33.656,65.139,52.861,61.197,9.479,16.561,40.443,33.962,68.151,63.818,65.9105,8.42,23.066
382,41.4205,33.656,62.602,60.471,68.951,9.346,16.561,40.443,33.962,67.236,58.471,69.68,7.606,23.066
383,41.4205,33.656,67.046,56.047,58.135,10.746,24.713,40.443,33.962,69.954,55.606,59.742,6.578,23.066
384,15.163,15.824,23.016,33.205,27.805,3.048,11.79,12.463,18.935,21.928,59.126,60.991,5.7105,20.292
385,28.994,36.11,32.593,25.127,47.05,3.167,27.78,26.158,53.398,30.159,22.674,43.432,4.182,26.466
386,33.9,26.625,65.176,57.219,57.031,9.088,16.236,40.443,33.962,67.179,56.06,56.984,3.711,23.066
387,37.435,36.282,65.411,50.246,52.807,10.319,29.681,36.026,33.962,66.444,51.319,58,7.25,23.066
388,35.458,49.493,39.08,59.5715,61.863,7.52,14.581,35.454,51.284,37.781,59.126,60.991,5.7105,20.292
389,27.155,30.391,35.138,59.5715,61.863,7.52,14.581,27.115,35.887,33.713,59.126,60.991,5.7105,20.292
390,22.493,57.777,46.291,32.501,34.952,4.562,6.514,18.988,55.3505,48.324,71.93,86.169,5.284,27.963
391,19.829,20.994,35.614,31.389,35.524,4.307,17.5,17.304,19.614,35.472,30.686,34.457,5.217,20.798
392,35.205,41.701,39.911,59.5715,61.863,7.52,14.581,39.663,52.366,38.768,59.126,60.991,5.7105,20.292
393,42.061,62.625,48.809,35.66,86.646,7.109,34.091,40.588,61.69,45.561,32.646,91.034,7.616,50.579
394,41.138,60.153,55.62,37.806,96.939,7.759,39.061,37.715,69.543,47.224,34.343,85.271,7.454,35.31
395,45.628,60.178,56.006,37.289,80.958,7.312,50.653,40.799,65.93,47.868,35.746,67.537,7.616,50.579
396,48.923,61.997,52.704,38.787,80.011,7.312,50.653,44.594,74.172,48.505,37.462,69.729,7.616,50.579
397,47.316,33.656,65.871,56.337,54.575,7.748,16.561,40.443,33.962,69.757,53.295,55.613,9.095,23.066
398,44.675,62.177,66.618,35.337,97.877,7.312,50.653,52.177,75.804,65.033,37.408,78.58,6.122,47.997
399,41.4205,33.656,79.32,63.324,63.2575,9.479,16.561,40.443,33.962,74.8,63.818,65.9105,8.42,23.066
400,46.568,60.959,67.588,37.545,98.525,7.863,44.742,33.015,69.438,55.894,38.662,74.775,5.653,45.275
401,41.4205,33.656,70.14,56.566,59.235,9.838,45.001,32.55,33.962,71.531,57.412,61.222,8.42,23.066
402,39.334,70.524,54.71,43.316,92.541,7.312,50.653,45.4,77.782,54.078,43.325,73.915,5.488,48.431
403,41.4205,33.656,69.748,51.51,63.2575,9.479,16.561,40.443,33.962,66.526,63.818,65.9105,8.42,23.066
404,41.831,62.406,61.641,45.708,94.808,6.672,48.293,59.8,83.224,59.739,43.979,80.964,7.209,51.382
405,41.4205,33.656,70.931,57.928,57.907,7.008,16.561,40.443,33.962,68.498,58.34,65.9105,8.42,23.066
406,43.776,72.568,66.928,54.447,92.993,7.312,50.653,59.978,93.172,67.269,48.939,83.577,7.616,50.579
407,41.4205,33.656,72.216,58.824,54.619,6.403,22.539,40.443,33.962,70.365,57.402,55.865,5.967,28.007
408,41.667,57.604,74.728,55.324,93.188,6.367,47.631,56.379,84.403,76.239,47.097,105.972,7.616,50.579
409,59.132,71.451,72.285,57.459,115.825,10.262,50.846,66.233,91.664,72.158,49.998,118.782,10.79,46.257
410,41.926,33.656,72.119,61.14,56.849,7.368,8.757,33.183,33.962,73.503,63.68,57.303,9.065,14.709
411,66.113,89.257,78.813,55.264,123.327,7.312,50.653,77.657,96.134,78.583,55.564,104.889,7.616,50.579
412,47.732,33.656,71.685,58.693,54.254,11.466,9.417,53.827,33.962,74.789,62.52,57.253,7.492,11.794
413,70.689,85.45,87.707,61.21,138.872,11.575,58.944,80.349,106.294,87.391,62.032,123.018,11.144,59.884
414,41.4205,33.656,71.041,62.71,62.164,8.53,7.669,40.443,33.962,74.321,63.113,64.275,6.484,23.066
415,61.673,82.978,85.085,82.649,106.625,7.312,50.653,83.018,109.299,86.965,63.291,84.613,7.616,50.579
416,41.332,33.656,72.814,61.01,53.997,8.854,7.05,40.443,33.962,73.793,61.48,58.416,3.902,14.539
417,46.516,33.656,69.731,59.365,60.492,9.821,13.939,37.117,33.962,70.675,61.495,57.315,14.388,21.427
418,41.4205,33.656,75.453,55.98,76.44,7.81,45.735,40.443,33.962,71.061,57.893,74.876,7.371,48.163
419,83.223,59.596,116.876,91.046,155.587,11.25,92.355,111.192,160.936,118.877,87.514,114.284,6.274,100.741
420,41.4205,33.656,75.051,55.165,66.991,7.653,28.754,40.443,33.962,75.299,54.391,69.373,12.439,37.15
421,121.452,116.957,128.346,73.247,193.009,7.312,50.653,125.311,135.895,124.64,90.974,111.728,7.616,50.579
422,41.4205,33.656,76.138,59.502,62.254,5.405,17.043,40.443,33.962,75.357,58.238,63.513,4.309,24.21
423,41.4205,33.656,76.475,58.792,63.2575,9.479,16.561,40.443,33.962,78.418,63.818,65.9105,8.42,23.066
424,41.4205,33.656,71.983,58.678,63.2575,9.479,16.561,40.443,33.962,71.103,63.818,65.9105,8.42,23.066
425,10.985,11.718,20.451,18.686,25.753,2.187,12.799,14.732,18.179,21.028,16.042,22.804,2.087,12.351
426,39.32,33.656,74.532,62.886,70.09,6.676,16.561,39.818,33.962,78.519,63.956,69.344,5.73,26.594
427,40.785,33.433,74.687,63.622,66.861,11.134,17.602,41.754,33.962,79.716,64.268,66.793,6.621,23.066
428,16.584,42.207,29.929,41.237,36.505,5.694,59.4635,18.682,42.546,31.082,56.3355,78.584,7.5835,50.744
429,39.548,33.656,74.097,60.77,65.53,9.479,18.652,50.914,33.962,77.13,61.435,64.867,6.558,23.066
430,40.274,33.879,74.401,62.367,61.809,9.759,17.528,44.074,33.962,79.242,61.54,63.37,7.437,23.066
431,37.682,33.656,70.288,63.849,61.917,9.153,16.561,30.412,33.962,75.155,61.093,59.033,6.598,23.066
432,40.576,33.656,73.741,64.937,67.151,9.133,23.028,32.978,33.962,78.385,62.128,62.816,13.8,27.866
